airline_code,origin_ap_code,dest_ap_code,equipment
4U,DUS,POZ,CRJ
4U,DUS,PRG,CRJ
4U,DUS,PRN,319
4U,DUS,SKG,319
4U,DUS,SPU,319
4U,DUS,SUF,CRJ
4U,DUS,TRN,CRJ
4U,DUS,VCE,320
4U,DUS,WAW,CRJ
4U,DUS,WRO,CRJ
4U,DUS,ZAD,CRJ
4U,EDI,CGN,319
4U,FAO,CGN,319
4U,FAO,HAM,319
4U,FAO,STR,319
4U,FCO,CGN,319
4U,FCO,HAJ,319
4U,FCO,HAM,319
4U,FCO,STR,319
4U,FCO,TXL,319
4U,FDH,CGN,319
4U,FKB,HAM,CRJ
4U,FMM,HAM,CRJ
4U,FMM,TXL,CRJ
4U,FRA,HDF,CRJ
4U,GVA,DUS,CRJ
4U,GVA,HAM,CRJ
4U,HAJ,BCN,319
4U,HAJ,CTA,319
4U,HAJ,DBV,319
4U,HAJ,FCO,319
4U,HAJ,HER,319
4U,HAJ,MXP,319
4U,HAJ,NAP,319
4U,HAJ,PMI,319
4U,HAJ,PRN,319
4U,HAJ,SAW,319
4U,HAJ,SKG,319
4U,HAJ,SPU,319
4U,HAJ,STN,319
4U,HAJ,STR,319
4U,HAJ,SUF,319
4U,HAJ,VCE,319
4U,HAJ,VIE,319
4U,HAM,AMS,CRJ
4U,HAM,ARN,CRJ
4U,HAM,BCN,319
4U,HAM,BGO,CRJ
4U,HAM,BHX,CRJ
4U,HAM,BIA,CRJ
4U,HAM,BUD,CRJ
4U,HAM,CDG,319
4U,HAM,CGN,319
4U,HAM,CTA,319
4U,HAM,DBV,319
4U,HAM,FAO,319
4U,HAM,FCO,319
4U,HAM,FKB,CRJ
4U,HAM,FMM,CRJ
4U,HAM,GVA,CRJ
4U,HAM,HER,319
4U,HAM,KLU,319
4U,HAM,LHR,319
4U,HAM,MAD,CRJ
4U,HAM,MAN,CRJ
4U,HAM,MXP,319
4U,HAM,NAP,319
4U,HAM,NCE,319
4U,HAM,NUE,CRJ
4U,HAM,OLB,319
4U,HAM,OSL,CRJ
4U,HAM,PMI,319
4U,HAM,PRG,CRJ
4U,HAM,PRN,319
4U,HAM,RJK,319
4U,HAM,SAW,319
4U,HAM,SKG,319
4U,HAM,SPU,319
4U,HAM,STR,319
4U,HAM,TLS,CRJ
4U,HAM,VCE,319
4U,HAM,VIE,319
4U,HAM,VRN,CRJ
4U,HAM,ZRH,319
4U,HDF,CGN,CRJ
4U,HDF,DTM,319
4U,HDF,DUS,CRJ
4U,HDF,FRA,CRJ
4U,HDF,STR,CRJ
4U,HEL,TXL,319
4U,HER,CGN,320
4U,HER,DUS,319
4U,HER,HAJ,319
4U,HER,HAM,319
4U,HER,STR,319
4U,HER,TXL,319
4U,IBZ,CGN,320
4U,IBZ,DUS,320
4U,IBZ,STR,319
4U,IBZ,TXL,319
4U,JMK,CGN,319
4U,JTR,CGN,319
4U,KGS,CGN,319
4U,KLU,CGN,CRJ
4U,KLU,HAM,319
4U,KLU,TXL,319
4U,KRK,STR,CRJ
4U,KTW,DUS,CRJ
4U,KVA,CGN,319
4U,KVA,STR,319
4U,LEJ,CGN,CRJ
4U,LEJ,DUS,CRJ
4U,LEJ,STR,319
4U,LHR,CGN,319
4U,LHR,HAM,319
4U,LHR,STR,319
4U,LHR,TXL,319
4U,LIN,TXL,319
4U,LIS,CGN,319
4U,LIS,STR,319
4U,LPA,CGN,319
4U,LYS,DUS,CRJ
4U,MAD,DUS,CRJ
4U,MAD,HAM,CRJ
4U,MAN,CGN,319
4U,MAN,HAM,CRJ
4U,MPL,DUS,CRJ
4U,MUC,DTM,319
4U,MXP,CGN,319
4U,MXP,DUS,CRJ
4U,MXP,HAJ,319
4U,MXP,HAM,319
4U,MXP,STR,CRJ
4U,NAP,CGN,319
4U,NAP,HAJ,319
4U,NAP,HAM,319
4U,NAP,STR,319
4U,NCE,CGN,319
4U,NCE,HAM,319
4U,NCE,TXL,319
4U,NQY,DUS,CRJ
4U,NUE,DUS,CRJ
4U,NUE,HAM,CRJ
4U,NUE,TXL,319
4U,OLB,CGN,319
4U,OLB,DUS,CRJ
4U,OLB,HAM,319
4U,OLB,STR,319
4U,OSL,HAM,CRJ
4U,PMI,CGN,320
4U,PMI,DTM,319
4U,PMI,DUS,320
4U,PMI,HAJ,319
4U,PMI,HAM,319
4U,PMI,STR,319
4U,PMI,TXL,320
4U,PMO,CGN,319
4U,POZ,DUS,CRJ
4U,PRG,CGN,319
4U,PRG,DUS,CRJ
4U,PRG,HAM,CRJ
4U,PRN,DUS,319
4U,PRN,HAJ,319
4U,PRN,HAM,319
4U,PRN,STR,319
4U,PRN,TXL,319
4U,PSA,CGN,319
4U,PUY,CGN,319
4U,RAK,CGN,319
4U,RHO,CGN,320
4U,RJK,CGN,319
4U,RJK,HAM,319
4U,RJK,STR,319
4U,RLG,CGN,319
4U,RLG,STR,319
4U,SAW,CGN,319
4U,SAW,DTM,319
4U,SAW,HAJ,319
4U,SAW,HAM,319
4U,SAW,STR,319
4U,SAW,TXL,319
4U,SJJ,CGN,319
4U,SJJ,STR,319
4U,SJJ,TXL,319
4U,SKG,CGN,319
4U,SKG,DUS,319
4U,SKG,HAJ,319
4U,SKG,HAM,319
4U,SKG,STR,319
4U,SPU,CGN,319
4U,SPU,DTM,319
4U,SPU,DUS,319
4U,SPU,HAJ,319
4U,SPU,HAM,319
4U,SPU,STR,319
4U,SPU,TXL,319
4U,STN,CGN,319
4U,STN,HAJ,319
4U,STN,STR,319
4U,STR,AGP,320
4U,STR,ATH,319
4U,STR,BCN,319
4U,STR,BDS,319
4U,STR,BEG,319
4U,STR,BIA,319
4U,STR,BIO,CRJ
4U,STR,BRE,319
4U,STR,BRI,319
4U,STR,BRU,319
4U,STR,BUD,319
4U,STR,CAG,319
4U,STR,CFU,319
4U,STR,CTA,319
4U,STR,DBV,319
4U,STR,DRS,319
4U,STR,FAO,319
4U,STR,FCO,319
4U,STR,HAJ,319
4U,STR,HAM,319
4U,STR,HDF,CRJ
4U,STR,HER,319
4U,STR,IBZ,319
4U,STR,KRK,CRJ
4U,STR,KVA,319
4U,STR,LEJ,319
4U,STR,LHR,319
4U,STR,LIS,319
4U,STR,MXP,CRJ
4U,STR,NAP,319
4U,STR,OLB,319
4U,STR,PMI,319
4U,STR,PRN,319
4U,STR,RJK,319
4U,STR,RLG,319
4U,STR,SAW,319
4U,STR,SJJ,319
4U,STR,SKG,319
4U,STR,SPU,319
4U,STR,STN,319
4U,STR,SUF,319
4U,STR,TXL,320
4U,STR,VIE,319
4U,STR,ZAD,319
4U,STR,ZAG,319
4U,SUF,CGN,319
4U,SUF,DUS,CRJ
4U,SUF,HAJ,319
4U,SUF,STR,319
4U,SZG,CGN,319
4U,TLS,HAM,CRJ
4U,TRN,DUS,CRJ
4U,TUN,CGN,319
4U,TXL,AGP,319
4U,TXL,AOI,CRJ
4U,TXL,BHX,319
4U,TXL,BIA,320
4U,TXL,BLQ,319
4U,TXL,CGN,320
4U,TXL,CTA,319
4U,TXL,DBV,320
4U,TXL,FCO,319
4U,TXL,FMM,CRJ
4U,TXL,HEL,319
4U,TXL,HER,319
4U,TXL,IBZ,319
4U,TXL,KLU,319
4U,TXL,LHR,319
4U,TXL,LIN,319
4U,TXL,NCE,319
4U,TXL,NUE,319
4U,TXL,PMI,320
4U,TXL,PRN,319
4U,TXL,SAW,319
4U,TXL,SJJ,319
4U,TXL,SPU,319
4U,TXL,STR,319
4U,TXL,VIE,319
4U,TXL,VRN,319
4U,TXL,ZAD,319
4U,VCE,CGN,320
4U,VCE,DUS,320
4U,VCE,HAJ,319
4U,VCE,HAM,319
4U,VIE,CGN,319
4U,VIE,HAJ,319
4U,VIE,HAM,319
4U,VIE,STR,319
4U,VIE,TXL,319
4U,VRN,CGN,319
4U,VRN,HAM,CRJ
4U,VRN,TXL,319
4U,WAW,CGN,CRJ
4U,WAW,DUS,CRJ
4U,WRO,DUS,CRJ
4U,XRY,CGN,319
4U,ZAD,CGN,319
4U,ZAD,DUS,CRJ
4U,ZAD,STR,319
4U,ZAD,TXL,319
4U,ZAG,CGN,CRJ
4U,ZAG,STR,319
4U,ZRH,CGN,320
4U,ZRH,HAM,319
5G,ACC,KMS,AT7
5G,KMS,ACC,AT7
5H,EDL,LOK,DH8
5H,EDL,NBO,DH8
5H,JUB,NBO,CRJ
5H,KIS,EDL,CRJ
5H,KIS,NBO,CRJ
5H,LAU,MYD,DH8
5H,LOK,EDL,DH8
5H,MBA,NBO,CRJ
5H,MBA,ZNZ,CRJ
5H,MYD,LAU,DH8
5H,MYD,NBO,DH8
5H,NBO,EDL,DH8
5H,NBO,JUB,CRJ
5H,NBO,KIS,CRJ
5H,NBO,LOK,DH8
5H,NBO,MBA,CRJ
5H,NBO,MYD,DH8
5H,ZNZ,MBA,CRJ
5J,BCD,CEB,320
5J,BCD,CGY,ATR
5J,BCD,DVO,320
5J,BCD,MNL,320
5J,BKI,MNL,320
5J,BKK,MNL,320
5J,BXU,CEB,319
5J,CAN,MNL,320
5J,CEB,BCD,320
5J,CEB,BXU,319
5J,CEB,CGM,ATR
5J,CEB,CGY,ATR
5J,CEB,CRK,319
5J,CEB,DGT,ATR
5J,CEB,DPL,ATR
5J,CEB,DVO,320
5J,CEB,GES,320
5J,CEB,HKG,320
5J,CEB,IAO,ATR
5J,CEB,ICN,320
5J,CEB,ILO,319
5J,CEB,KLO,320
5J,CEB,LGP,ATR
5J,CEB,MNL,319
5J,CEB,MPH,ATR
5J,CEB,OZC,ATR
5J,CEB,PAG,ATR
5J,CEB,PPS,320
5J,CEB,PUS,320
5J,CEB,SIN,320
5J,CEB,SUG,ATR
5J,CEB,TAC,ATR
5J,CEB,USU,ATR
5J,CEB,ZAM,319
5J,CGK,MNL,320
5J,CGM,CEB,ATR
5J,CGY,BCD,ATR
5J,CGY,CEB,320
5J,CGY,DVO,ATR
5J,CGY,ILO,319
5J,CRK,CEB,319
5J,CRK,HKG,319
5J,CRK,SIN,319
5J,CYZ,MNL,319
5J,DGT,CEB,ATR
5J,DPL,CEB,ATR
5J,DPL,DVO,ATR
5J,DPL,MNL,320
5J,DPS,MNL,320
5J,DVO,BCD,320
5J,DVO,CEB,320
5J,DVO,CGY,ATR
5J,DVO,DPL,ATR
5J,DVO,ILO,320
5J,DVO,MNL,320
5J,DVO,PPS,319
5J,DVO,ZAM,319
5J,DXB,MNL,330
5J,GES,CEB,320
5J,GES,ILO,319
5J,HAN,MNL,319
5J,HKG,CEB,320
5J,HKG,CRK,319
5J,HKG,ILO,319
5J,HKG,MNL,320
5J,HKT,MNL,320
5J,IAO,CEB,ATR
5J,ICN,CEB,320
5J,ICN,KLO,320
5J,ICN,MNL,330
5J,ILO,CEB,319
5J,ILO,CGY,319
5J,ILO,DVO,320
5J,ILO,GES,319
5J,ILO,HKG,319
5J,ILO,MNL,320
5J,ILO,PPS,319
5J,ILO,SIN,319
5J,KLO,CEB,320
5J,KLO,ICN,320
5J,KUL,MNL,320
5J,LAO,MNL,319
5J,LGP,CEB,ATR
5J,MNL,BCD,320
5J,MNL,BKI,320
5J,MNL,BKK,320
5J,MNL,CAN,320
5J,MNL,CEB,319
5J,MNL,CGK,320
5J,MNL,CYZ,319
5J,MNL,DPL,320
5J,MNL,DPS,320
5J,MNL,DVO,320
5J,MNL,DXB,330
5J,MNL,HAN,319
5J,MNL,HKG,320
5J,MNL,HKT,320
5J,MNL,ICN,330
5J,MNL,ILO,320
5J,MNL,KUL,320
5J,MNL,LAO,319
5J,MNL,NGO,320
5J,MNL,NRT,320
5J,MNL,PAG,319
5J,MNL,PEK,320
5J,MNL,PUS,320
5J,MNL,PVG,320
5J,MNL,REP,320
5J,MNL,SGN,320
5J,MNL,SJI,319
5J,MNL,TAC,320
5J,MNL,TAG,319
5J,MNL,TPE,320
5J,MNL,USU,ATR
5J,MNL,VRC,319
5J,MNL,WNP,ATR
5J,MNL,XMN,320
5J,MPH,CEB,ATR
5J,NGO,MNL,320
5J,NRT,MNL,320
5J,OZC,CEB,ATR
5J,PAG,CEB,ATR
5J,PAG,MNL,319
5J,PEK,MNL,320
5J,PPS,CEB,320
5J,PPS,DVO,319
5J,PPS,ILO,319
5J,PUS,CEB,320
5J,PUS,MNL,320
5J,PVG,MNL,320
5J,REP,MNL,320
5J,SGN,MNL,320
5J,SIN,CEB,320
5J,SIN,CRK,319
5J,SIN,ILO,319
5J,SJI,MNL,319
5J,SUG,CEB,ATR
5J,TAC,CEB,ATR
5J,TAC,MNL,320
5J,TAG,MNL,319
5J,TPE,MNL,320
5J,USU,CEB,ATR
5J,USU,MNL,ATR
5J,VRC,MNL,319
5J,WNP,MNL,ATR
5J,XMN,MNL,320
5J,ZAM,CEB,319
5J,ZAM,DVO,319
5N,ARH,CSH,AN4
5N,ARH,LED,735
5N,ARH,MMK,AN4
5N,ARH,NNM,AT5
5N,ARH,SVO,735
5N,ARH,USK,AN4
5N,CSH,ARH,AN4
5N,LED,ARH,735
5N,LED,MMK,735
5N,LED,SCW,735
5N,MMK,ARH,AN4
5N,MMK,LED,735
5N,MMK,SVO,735
5N,MMK,TOS,AN4
5N,NNM,ARH,AT5
5N,SCW,LED,735
5N,SCW,SVO,735
5N,SVO,ARH,735
5N,SVO,MMK,735
5N,SVO,SCW,735
5N,TOS,MMK,AN4
5N,USK,ARH,AN4
5P,ANF,IQQ,737
5P,CCP,SCL,737
5P,IQQ,SCL,737
5P,SCL,ANF,737
5Q,AEP,MVD,AT7
5Q,AEP,PDP,AT7
5Q,ASU,MVD,AT7
5Q,CWB,MVD,AT7
5Q,EZE,MVD,AT7
5Q,GIG,MVD,AT7
5Q,GRU,MVD,AT7
5Q,MVD,AEP,AT7
5Q,MVD,ASU,AT7
5Q,MVD,CWB,AT7
5Q,MVD,EZE,AT7
5Q,MVD,GIG,AT7
5Q,MVD,GRU,319
5Q,MVD,POA,AT7
5Q,MVD,SCL,319
5Q,PDP,AEP,AT7
5Q,POA,MVD,AT7
5Q,SCL,MVD,319
5T,YBK,YCS,ATR
5T,YBK,YXN,ATR
5T,YCB,YCO,DH8
5T,YCB,YYH,DH8
5T,YCB,YZF,DH8
5T,YCO,YCB,DH8
5T,YCO,YZF,DH8
5T,YCS,YBK,AT4
5T,YCS,YRT,ATR
5T,YCY,YFB,DH8
5T,YCY,YIO,DH8
5T,YEG,YZF,73M
5T,YEK,YXN,ATR
5T,YEK,YYQ,ATR
5T,YEV,YVQ,73M
5T,YFB,YCY,DH8
5T,YFB,YGT,BE1
5T,YFB,YOW,73M
5T,YFB,YRT,73M
5T,YFB,YTE,BE1
5T,YFB,YUX,BE1
5T,YFB,YXP,DH8
5T,YGT,YFB,DH8
5T,YGT,YIO,DH8
5T,YGT,YUX,DH8
5T,YHK,YYH,DH8
5T,YHK,YZF,DH8
5T,YIO,YCY,DH8
5T,YIO,YGT,DH8
5T,YOW,YFB,73M
5T,YRT,YBK,AT4
5T,YRT,YCS,ATR
5T,YRT,YEK,ATR
5T,YRT,YFB,73M
5T,YRT,YUT,AT4
5T,YRT,YYQ,ATR
5T,YRT,YZF,73M
5T,YRT,YZS,ATR
5T,YTE,YFB,BE1
5T,YTH,YYQ,ATR
5T,YUX,YFB,DH8
5T,YUX,YGT,BE1
5T,YVM,YXP,DH8
5T,YVQ,YEV,73M
5T,YVQ,YZF,73M
5T,YWG,YRT,FRJ
5T,YWG,YYQ,FRJ
5T,YXN,YRT,ATR
5T,YXP,YFB,DH8
5T,YXP,YVM,DH8
5T,YYH,YCB,DH8
5T,YYH,YHK,DH8
5T,YYQ,YEK,ATR
5T,YYQ,YRT,ATR
5T,YYQ,YTH,AT4
5T,YYQ,YWG,ATR
5T,YZF,YCB,DH8
5T,YZF,YCO,DH8
5T,YZF,YEG,73M
5T,YZF,YHK,DH8
5T,YZF,YRT,73M
5T,YZF,YVQ,73M
5T,YZF,YYH,DH8
5T,YZS,YRT,ATR
5T,YZS,YUT,AT4
5Z,CPT,PBZ,BEH
5Z,JNB,MGH,BEH
5Z,MGH,JNB,BEH
5Z,PBZ,CPT,BEH
5Z,PBZ,JNB,BEH
6E,AMD,BLR,320
6E,AMD,BOM,320
6E,AMD,CCU,320
6E,AMD,DEL,320
6E,AMD,GOI,320
6E,AMD,HYD,320
6E,AMD,JAI,320
6E,AMD,MAA,320
6E,AMD,PNQ,320
6E,BBI,BLR,320
6E,BBI,BOM,320
6E,BBI,CCU,320
6E,BBI,DEL,320
6E,BBI,HYD,320
6E,BBI,VTZ,320
6E,BDQ,BOM,320
6E,BDQ,DEL,320
6E,BKK,CCU,320
6E,BKK,DEL,320
6E,BLR,AMD,320
6E,BLR,BBI,320
6E,BLR,BOM,320
6E,BLR,CCU,320
6E,BLR,COK,320
6E,BLR,DEL,320
6E,BLR,GAU,320
6E,BLR,GOI,320
6E,BLR,HYD,320
6E,BLR,JAI,320
6E,BLR,LKO,320
6E,BLR,MAA,320
6E,BLR,NAG,320
6E,BLR,PNQ,320
6E,BLR,TRV,320
6E,BLR,VTZ,320
6E,BOM,AMD,320
6E,BOM,BBI,320
6E,BOM,BDQ,320
6E,BOM,BLR,320
6E,BOM,CCU,320
6E,BOM,CJB,320
6E,BOM,COK,320
6E,BOM,DEL,320
6E,BOM,DXB,320
6E,BOM,GAU,320
6E,BOM,GOI,320
6E,BOM,HYD,320
6E,BOM,IDR,320
6E,BOM,IXC,320
6E,BOM,IXJ,320
6E,BOM,JAI,320
6E,BOM,LKO,320
6E,BOM,MAA,320
6E,BOM,MCT,320
6E,BOM,NAG,320
6E,BOM,PAT,320
6E,BOM,SXR,320
6E,BOM,TRV,320
6E,CCU,AMD,320
6E,CCU,BBI,320
6E,CCU,BKK,320
6E,CCU,BLR,320
6E,CCU,BOM,320
6E,CCU,DEL,320
6E,CCU,DIB,320
6E,CCU,GAU,320
6E,CCU,HYD,320
6E,CCU,IMF,320
6E,CCU,IXA,320
6E,CCU,IXB,320
6E,CCU,IXR,320
6E,CCU,JAI,320
6E,CCU,MAA,320
6E,CCU,NAG,320
6E,CCU,PAT,320
6E,CCU,PNQ,320
6E,CCU,RPR,320
6E,CJB,BOM,320
6E,CJB,DEL,320
6E,CJB,MAA,320
6E,COK,BLR,320
6E,COK,BOM,320
6E,COK,DEL,320
6E,COK,DXB,320
6E,COK,HYD,320
6E,COK,MAA,320
6E,COK,TRV,320
6E,DEL,AMD,320
6E,DEL,BBI,320
6E,DEL,BDQ,320
6E,DEL,BKK,320
6E,DEL,BLR,320
6E,DEL,BOM,320
6E,DEL,CCU,320
6E,DEL,CJB,320
6E,DEL,COK,320
6E,DEL,DIB,320
6E,DEL,DXB,320
6E,DEL,GAU,320
6E,DEL,GOI,320
6E,DEL,HYD,320
6E,DEL,IDR,320
6E,DEL,IXB,320
6E,DEL,IXJ,320
6E,DEL,IXR,320
6E,DEL,KTM,320
6E,DEL,LKO,320
6E,DEL,MAA,320
6E,DEL,NAG,320
6E,DEL,PAT,320
6E,DEL,PNQ,320
6E,DEL,RPR,320
6E,DEL,SXR,320
6E,DEL,VNS,320
6E,DIB,CCU,320
6E,DIB,GAU,320
6E,DXB,BOM,320
6E,DXB,COK,320
6E,DXB,DEL,320
6E,DXB,HYD,320
6E,DXB,MAA,320
6E,DXB,TRV,320
6E,GAU,BLR,320
6E,GAU,BOM,320
6E,GAU,CCU,320
6E,GAU,DEL,320
6E,GAU,IMF,320
6E,GAU,IXA,320
6E,GAU,IXB,320
6E,GOI,AMD,320
6E,GOI,BLR,320
6E,GOI,BOM,320
6E,GOI,DEL,320
6E,GOI,HYD,320
6E,HYD,AMD,320
6E,HYD,BBI,320
6E,HYD,BLR,320
6E,HYD,BOM,320
6E,HYD,CCU,320
6E,HYD,COK,320
6E,HYD,DEL,320
6E,HYD,DXB,320
6E,HYD,GOI,320
6E,HYD,JAI,320
6E,HYD,MAA,320
6E,HYD,PNQ,320
6E,HYD,RPR,320
6E,HYD,VTZ,320
6E,IDR,BOM,320
6E,IDR,DEL,320
6E,IDR,NAG,320
6E,IDR,RPR,320
6E,IMF,CCU,320
6E,IMF,GAU,320
6E,IMF,IXA,320
6E,IXA,CCU,320
6E,IXA,GAU,320
6E,IXA,IMF,320
6E,IXB,CCU,320
6E,IXB,DEL,320
6E,IXB,GAU,320
6E,IXC,BOM,320
6E,IXJ,DEL,320
6E,IXJ,SXR,320
6E,IXR,BOM,320
6E,IXR,CCU,320
6E,IXR,DEL,320
6E,IXR,PAT,320
6E,JAI,AMD,320
6E,JAI,BLR,320
6E,JAI,BOM,320
6E,JAI,CCU,320
6E,JAI,HYD,320
6E,KTM,DEL,320
6E,LKO,BLR,320
6E,LKO,BOM,320
6E,LKO,DEL,320
6E,LKO,PAT,320
6E,MAA,AMD,320
6E,MAA,BLR,320
6E,MAA,BOM,320
6E,MAA,CCU,320
6E,MAA,CJB,320
6E,MAA,COK,320
6E,MAA,DEL,320
6E,MAA,DXB,320
6E,MAA,HYD,320
6E,MAA,PNQ,320
6E,MAA,SIN,320
6E,MAA,TRV,320
6E,MAA,VTZ,320
6E,MCT,BOM,320
6E,NAG,BLR,320
6E,NAG,BOM,320
6E,NAG,CCU,320
6E,NAG,DEL,320
6E,NAG,IDR,320
6E,NAG,PNQ,320
6E,PAT,CCU,320
6E,PAT,DEL,320
6E,PAT,IXR,320
6E,PAT,LKO,320
6E,PNQ,AMD,320
6E,PNQ,BLR,320
6E,PNQ,CCU,320
6E,PNQ,DEL,320
6E,PNQ,HYD,320
6E,PNQ,MAA,320
6E,PNQ,NAG,320
6E,RPR,CCU,320
6E,RPR,DEL,320
6E,RPR,HYD,320
6E,RPR,IDR,320
6E,SIN,MAA,320
6E,SXR,BOM,320
6E,SXR,DEL,320
6E,SXR,IXJ,320
6E,TRV,BLR,320
6E,TRV,BOM,320
6E,TRV,COK,320
6E,TRV,DXB,320
6E,TRV,MAA,320
6E,VNS,DEL,320
6E,VTZ,BBI,320
6E,VTZ,BLR,320
6E,VTZ,HYD,320
6E,VTZ,MAA,320
6I,CPH,SGD,AT7
6I,SGD,CPH,AT7
6R,DME,KRR,738
6R,DME,LED,738
6R,DME,MJZ,738
6R,DME,PYJ,TU5
6R,IKT,MJZ,738
6R,KJA,MJZ,TU3
6R,KRR,DME,738
6R,KRR,OVB,738
6R,LED,DME,738
6R,LED,OVB,738
6R,MJZ,DME,738
6R,MJZ,IKT,738
6R,MJZ,KJA,TU3
6R,MJZ,PYJ,AN4
6R,MJZ,YKS,TU3
6R,OVB,KRR,738
6R,OVB,LED,738
6R,OVB,MJZ,TU5
6R,OVB,PYJ,TU5
6R,PYJ,DME,TU5
6R,PYJ,MJZ,AN4
6R,PYJ,OVB,TU5
6R,PYJ,YKS,AN4
6R,ULK,YKS,AN4
6R,YKS,MJZ,TU3
6R,YKS,PYJ,AN4
6R,YKS,ULK,AN4
6W,DME,RTW,YK2
6W,EVN,RTW,YK2
6W,MRV,RTW,YK2
6W,PRG,RTW,E90
6W,RTW,DME,E90
6W,RTW,EVN,YK2
6W,RTW,MRV,YK2
6W,RTW,PRG,E90
6W,RTW,SVX,YK2
6W,SVX,RTW,YK2
6Y,RIX,TFS,320
6Y,TFS,RIX,320
7C,BKK,ICN,737
7C,BKK,PUS,737
7C,CJJ,CJU,737
7C,CJU,CJJ,737
7C,CJU,GMP,737
7C,CJU,PUS,737
7C,FUK,ICN,737
7C,GMP,CJU,737
7C,GMP,KIX,737
7C,GMP,NGO,737
7C,GUM,ICN,737
7C,HKG,ICN,737
7C,ICN,BKK,737
7C,ICN,FUK,737
7C,ICN,GUM,737
7C,ICN,HKG,737
7C,ICN,KIX,737
7C,ICN,NGO,737
7C,ICN,NRT,737
7C,ICN,TAO,737
7C,KIX,GMP,737
7C,KIX,ICN,737
7C,NGO,GMP,737
7C,NGO,ICN,737
7C,NRT,ICN,737
7C,PUS,BKK,737
7C,PUS,CJU,737
7C,TAO,ICN,737
7E,GWT,HAM,CNA
7E,HAM,GWT,CNA
7F,YAB,YFB,AT4
7F,YAB,YRB,AT4
7F,YBK,YRT,AT4
7F,YBK,YUT,AT4
7F,YCB,YHK,AT7
7F,YCO,YHI,AT7
7F,YCS,YZS,AT4
7F,YEK,YRT,AT4
7F,YFB,YAB,AT4
7F,YFB,YLC,DHT
7F,YFB,YVP,73M
7F,YFS,YZF,AT4
7F,YHI,YCO,AT7
7F,YHK,YCB,AT7
7F,YHY,YZF,AT4
7F,YLC,YFB,DHT
7F,YRB,YAB,AT4
7F,YRT,YWG,73M
7F,YRT,YXN,AT4
7F,YTE,YZS,AT4
7F,YUL,YVP,73M
7F,YUT,YBK,AT4
7F,YVP,YFB,73M
7F,YVP,YUL,73M
7F,YXN,YEK,AT4
7F,YYH,YZF,AT7
7F,YZF,YFS,AT4
7F,YZF,YHY,AT4
7F,YZS,YCS,AT4
7F,YZS,YTE,AT4
7G,FUK,HND,320
7G,HND,FUK,320
7G,HND,KIX,320
7G,HND,KKJ,320
7G,KIX,HND,320
7G,KKJ,HND,320
7H,ABL,OTZ,CNC
7H,ABL,SHG,CNC
7H,ADQ,ANC,DH8
7H,AIN,ATK,CNC
7H,AIN,BRW,BE1
7H,ANC,ADQ,DH8
7H,ANC,ANI,BE1
7H,ANC,BET,DH8
7H,ANC,CDV,BE1
7H,ANC,ENA,BE1
7H,ANC,FAI,DH8
7H,ANC,HOM,BE1
7H,ANC,KSM,DH8
7H,ANC,UNK,DH8
7H,ANC,VDZ,DH8
7H,ANI,ANC,BE1
7H,ANI,CHU,CNA
7H,ANI,HCR,CNC
7H,ANI,KLG,CNA
7H,ANI,RSH,CNA
7H,ANI,SHX,CNC
7H,ANV,HCR,CNC
7H,ATK,AIN,CNC
7H,ATK,BRW,CNC
7H,AUK,EMK,CNA
7H,BET,ANC,DH8
7H,BET,CYF,CNA
7H,BET,HPB,CNA
7H,BET,KKH,CNA
7H,BET,KLG,CNA
7H,BET,KUK,CNA
7H,BET,KWK,CNA
7H,BET,OOK,CNA
7H,BET,VAK,CNA
7H,BKC,DRG,CNC
7H,BKC,OTZ,CNC
7H,BRW,AIN,BE1
7H,BRW,ATK,CNC
7H,BRW,NUI,BE1
7H,BRW,PIZ,CNC
7H,BTI,FYU,BE1
7H,BTI,SCC,BE1
7H,CDV,ANC,BE1
7H,CYF,KPN,CNA
7H,DRG,BKC,CNC
7H,DRG,OTZ,CNC
7H,ELI,KKA,PAG
7H,ELI,OME,PAG
7H,EMK,AUK,CNA
7H,EMK,KOT,CNA
7H,ENA,ANC,BE1
7H,FAI,ANC,DH8
7H,FAI,GAL,BE1
7H,FAI,RBY,CNC
7H,FAI,SCC,DH8
7H,FYU,BTI,BE1
7H,GAL,FAI,BE1
7H,GAL,HSL,CNC
7H,GAL,KAL,CNC
7H,GAL,NUL,CNC
7H,GAL,RBY,CNC
7H,GAM,OME,BE1
7H,GAM,SVA,BE1
7H,GLV,OME,PAG
7H,GLV,WMO,PAG
7H,HCR,ANI,CNC
7H,HCR,ANV,CNC
7H,HOM,ANC,BE1
7H,HPB,SCM,CNA
7H,HPB,VAK,CNA
7H,HSL,GAL,CNC
7H,HSL,KYU,CNC
7H,IAN,ORV,CNC
7H,IAN,OTZ,CNC
7H,KAL,GAL,CNC
7H,KAL,NUL,CNC
7H,KKA,ELI,PAG
7H,KKA,SKK,PAG
7H,KKA,UNK,CNC
7H,KKH,BET,CNA
7H,KLG,ANI,CNA
7H,KLG,BET,CNA
7H,KLG,RSH,CNA
7H,KOT,EMK,CNA
7H,KOT,KSM,CNA
7H,KPN,BET,CNA
7H,KSM,ANC,DH8
7H,KSM,KOT,CNA
7H,KSM,MOU,CNA
7H,KTS,TLA,PAG
7H,KTS,WAA,PAG
7H,KVL,OTZ,CNC
7H,KWK,KKH,CNA
